name,author,familia,lifeform,habitus,plantUse,height,exposure,moisture,soil,hardiness,leafShape,leafDivision,leafArrangement,leafRetention,autumnColour,floweringPeriod,flowerColour,flowerShape,inflorescence,fruit,ordo,superordo,subclassis,classis,subdivisio,divisio,familia
Astragalus_cottonii,M.E.Jones,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_crassicarpus_var._berlandieri,Barneby,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_crassicarpus,Nutt.,Fabaceae,5,_NA,_NA,30 - 90 cm,1,1,1,_NA,_NA,5,2,1,_NA,,#cd2c7b,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_cremnophylax,Barneby,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,,#b685ca,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_cronquistii,Barneby,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_crotalariae,A.Gray,Fabaceae,5,_NA,_NA,15 - 60 cm,1,1,1,_NA,4,5,2,1,_NA,,#7b4c9a,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_curtipes,A.Gray,Fabaceae,5,_NA,_NA,20 - 40 cm,1,1,1,_NA,7,5,2,1,_NA,,#ffffff,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_curvicarpus_var._brachycodon,Barneby,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_curvicarpus_var._subglaber,(Rydb.) Barneby,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_curvicarpus,(E.Sheld.) J.F.Macbr.,Fabaceae,5,_NA,_NA,15 - 40 cm,1,1,1,_NA,4,5,2,1,_NA,,#efe981,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_cusickii,A.Gray,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_cyaneus,A.Gray,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_cymbicarpos,Brot.,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_cymboides,M.E.Jones,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_danicus,Retz.,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,5,_NA,5,2,1,_NA,,#d4b8e8,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_dasyanthus,Pall.,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,,#f8da21,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_deanei,(Rydb.) Barneby,Fabaceae,5,_NA,_NA,30 - 60 cm,1,1,1,_NA,9,5,2,1,_NA,,#ffffff,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_debequaeus,S.L.Welsh,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_demetrii,Kharadze,Fabaceae,6,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_depressus,L.,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,6,_NA,5,2,1,_NA,,""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_desereticus,Barneby,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_desperatus_var._conspectus,,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_desperatus,M.E.Jones,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_deterior,Barneby,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_detritalis,M.E.Jones,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_diaphanus,Hook.,Fabaceae,6,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_didymocarpus_var._dispermus,(A.Gray) Jeps.,Fabaceae,6,_NA,_NA,15 - 25 cm,1,1,1,_NA,10,5,2,1,_NA,,#ffffff,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_didymocarpus_var._milesianus,(Rydb.) Jeps.,Fabaceae,6,_NA,_NA,25 - 45 cm,1,1,1,_NA,10,5,2,1,_NA,,#ffffff,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_didymocarpus_var._obispensis,(Rydb.) Jeps.,Fabaceae,6,_NA,_NA,2 - 25 cm,1,1,1,_NA,10,5,2,1,_NA,,#ffffff,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_didymocarpus,Hook. & Arn.,Fabaceae,6,_NA,_NA,3 - 30 cm,1,1,1,_NA,10,5,2,1,_NA,,#ffffff,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_distortus_var._engelmannii,(E.Sheld.) M.E.Jones,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_distortus,Torr. & A.Gray,Fabaceae,5,_NA,_NA,30 - 90 cm,1,1,1,_NA,_NA,5,2,1,_NA,,#ffffff,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_diversifolius,A.Gray,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_douglasii_var._parishii,(A.Gray) M.E.Jones,Fabaceae,5,_NA,_NA,20 - 60 cm,1,1,1,_NA,3,5,2,1,_NA,,#efe981,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_douglasii_var._perstrictus,(Rydb.) Munz,Fabaceae,5,_NA,_NA,40 cm - 1 m,1,1,1,_NA,3,5,2,1,_NA,,#efe981,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_douglasii,(Torr. & A.Gray) A.Gray,Fabaceae,5,_NA,_NA,50 - 70 cm,1,1,1,_NA,3,5,2,1,_NA,,#f0e55f,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_drabelliformis,Barneby,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_drummondii,Hook.,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,,#e9ddcf,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_duchesnensis,M.E.Jones,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_eastwoodiae,M.E.Jones,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_echinatus,Murray,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_edulis,Bunge,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,,#efe981,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_egglestonii,(Rydb.) Kearney & Peebles,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_emoryanus_var._terlinguensis,(Cory) Barneby,Fabaceae,6,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_emoryanus,(Rydb.) Cory,Fabaceae,6,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,,#fab0be,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_endopterus,Barneby,Fabaceae,6,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_ensiformis,M.E.Jones,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_epiglottis,L.,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_episcopus,S.Watson,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_equisolensis,Neese & S.L.Welsh,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_eremiticus,E.Sheld.,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_ertterae,Barneby & Shevock,Fabaceae,5,_NA,_NA,3 - 10 cm,1,1,1,_NA,10,5,2,1,_NA,,#ffffff,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_eucosmus,B.L.Rob.,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,,#660f6c,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_eurekensis,M.E.Jones,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_eurylobus,Barneby,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_exscapus,L.,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,5,_NA,5,2,1,_NA,,#edea73,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_falcatus,Lam.,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,,#ffffff,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_feensis,M.E.Jones,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_filipes,A.Gray,Fabaceae,5,5_1,_NA,30 cm - 1 m,1,1,1,4,7,5,2,1,_NA,,#ffffff,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_flavus,Torr. & A.Gray,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_flexuosus_var._diehlii,(M.E.Jones) Barneby,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_flexuosus_var._greenei,(A.Gray) Barneby,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_flexuosus,G.Don,Fabaceae,5,_NA,_NA,30 - 90 cm,1,1,1,_NA,_NA,5,2,1,_NA,,#ffffff,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_fraxinifolius,DC.,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_frigidus,(L.) A.Gray,Fabaceae,5,_NA,_NA,30 - 60 cm,1,1,1,5,2,5,2,1,_NA,,#f8da21,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_fucatus,Barneby,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_funereus,M.E.Jones,Fabaceae,5,_NA,_NA,2 - 8 cm,1,1,1,_NA,4,5,2,1,_NA,,#7b4c9a,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_galegiformis,L.,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_gambelianus,E.Sheld.,Fabaceae,6,_NA,_NA,2 - 30 cm,1,1,1,_NA,10,5,2,1,_NA,,#ffffff,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_geyeri_var._triquetrus,(A.Gray) M.E.Jones,Fabaceae,6,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_geyeri,A.Gray,Fabaceae,6,_NA,_NA,1 - 20 cm,1,1,1,_NA,7,5,2,1,_NA,,#ffffff,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_gibbsii,Kellogg,Fabaceae,5,_NA,_NA,15 - 35 cm,1,1,1,_NA,4,5,2,1,_NA,,#efe981,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_giganteus,S.Watson,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,,#ffd534,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_gilensis,Greene,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_gilmanii,Tidestr.,Fabaceae,6,_NA,_NA,5 - 25 cm,1,1,1,_NA,10,5,2,1,_NA,,#7b4c9a,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_glaux,L.,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,,#7b4c9a,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_globiceps,Bunge,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_glycyphylloides,DC.,Fabaceae,4,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_glycyphyllos,L.,Fabaceae,5,_NA,1,45 - 90 cm,1,1,1,3,3,5,2,1,_NA,,#f8da21,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_gracilis,Nutt.,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,,#ffffff,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_grayi,S.Watson,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_gypsodes,Barneby,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_hallii_var._fallax,(S.Watson) Barneby,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_hallii,A.Gray,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_hamiltonii,Ced.Porter,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_hamosus,L.,Fabaceae,6,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_harrisonii,Barneby,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_hartwegii,Benth.,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_holmgreniorum,Barneby,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,,#58248b,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_hoodianus,Howell,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_hornii,A.Gray,Fabaceae,6,_NA,_NA,30 cm - 1.2 m,1,1,1,_NA,2,5,2,1,_NA,,#ffffff,23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_howellii,A.Gray,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_humillimus,A.Gray,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_humistratus_var._hosackiae,(Greene) M.E.Jones,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_humistratus_var._humivagans,(Rydb.) Barneby,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_humistratus_var._sonorae,(A.Gray) M.E.Jones,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_humistratus_var._tenerrimus,M.E.Jones,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_humistratus,A.Gray,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
Astragalus_hypoglottis,L.,Fabaceae,5,_NA,_NA,N\/A - N\/A cm,1,1,1,_NA,_NA,5,2,1,_NA,""",""flowerColour"":""",""",""flowerShape"":""23",23,8,6,fabales,fabanae,rosidae,rosopsida,magnoliophytina,magnoliophyta,Fabaceae
